Name,Star,Stars_count,Price,Area,Category,Services,Searched City
Mangosteen,4.5,76,n/a,Little Saigon,"['Chicken Wings', 'Juice Bars & Smoothies', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Bangrak Market,4,597,$$,Belltown,"['Bars', 'Thai', 'Tapas/Small Plates']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Seattle
Cafe Opla,4,242,$$,,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']","['Outdoor dining', 'Takeout']",Seattle
El Grito Taqueria,4,206,$$,South Lake Union,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Noi Thai Cuisine,4,868,$$,Downtown,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Pho Bac Súp Shop,4,769,$$,Little Saigon,"['Vietnamese', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Oliver’s Lounge,4,166,$$,Downtown,"['Lounges', 'Cocktail Bars', 'American (Traditional)']","['Delivery', 'Takeout']",Seattle
Taylor Shellfish Oyster Bar,4,643,$$,Lower Queen Anne,"['Seafood', 'Bars', 'Seafood Markets']","['Delivery', 'Takeout']",Seattle
Nana’s Green Tea,4,922,$$,Denny Triangle,"['Japanese', 'Desserts', 'Cafes']","['Delivery', 'Takeout']",Seattle
Man vs Fries,3.5,98,n/a,South Lake Union,"['Food Delivery Services', 'Fast Food']","['Outdoor dining', 'Delivery']",Seattle
Local Tide,4.5,82,n/a,Fremont,"['Seafood', 'Sandwiches', 'Salad']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Man vs Fries,3.5,98,n/a,South Lake Union,"['Food Delivery Services', 'Fast Food']","['Outdoor dining', 'Delivery']",Seattle
Mangosteen,4.5,76,n/a,Little Saigon,"['Chicken Wings', 'Juice Bars & Smoothies', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Ristorante Machiavelli,4,875,$$,Capitol Hill,"['Italian', 'Pizza', 'Desserts']","['Delivery', 'Takeout']",Seattle
Wood Shop BBQ,4.5,542,$$,Atlantic,"['Barbeque', 'Sandwiches', 'Beer, Wine & Spirits']","['Delivery', 'Takeout']",Seattle
Mr. West Cafe Bar,4,595,$$,Denny Triangle,"['Bars', 'Cafes', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Bounty Kitchen Denny Triangle,4,97,$$,Denny Triangle,"['Breakfast & Brunch', 'Salad', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Cafe Opla,4,242,$$,,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']","['Outdoor dining', 'Takeout']",Seattle
Taylor Shellfish Oyster Bar,4,643,$$,Lower Queen Anne,"['Seafood', 'Bars', 'Seafood Markets']","['Delivery', 'Takeout']",Seattle
Tamari Bar,4,392,$$,Capitol Hill,['Izakaya'],"['Proof of vaccination required', 'Delivery', 'Takeout']",Seattle
The Backdoor,4,280,$$,Fremont,"['American (New)', 'Speakeasies', 'Cocktail Bars']","['Proof of vaccination required', 'Delivery', 'Takeout']",Seattle
Morfire,4.5,215,$$,Capitol Hill,"['Thai', 'Hot Pot', 'Bars']","['Delivery', 'Takeout']",Seattle
Grappa,4,277,$$,Queen Anne,"['Mediterranean', 'Lounges', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
HoneyHole Sandwiches,4,1455,$$,First Hill,"['Bars', 'Sandwiches']","['Outdoor dining', 'Takeout']",Seattle
Betty,4,373,$$,Queen Anne,"['American (New)', 'Specialty Food', 'Cocktail Bars']",[],Seattle
Moon Tree Sushi And Tapas,4.5,199,$$,Lower Queen Anne,"['Sushi Bars', 'Japanese', 'Tapas Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Habitant,4.5,58,$$,Downtown,"['Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Kona Kitchen - Seattle,4,1033,$$,Mapleleaf,"['Hawaiian', 'Breakfast & Brunch', 'Lounges']",['Takeout'],Seattle
Café Campagne,4,1153,$$,Downtown,"['French', 'Breakfast & Brunch', 'Cafes']","['Proof of vaccination required', 'Delivery', 'Takeout']",Seattle
Harry’s Fine Foods,4,178,$$,Capitol Hill,['American (New)'],"['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Kona Kitchen - Seattle,4,1033,$$,Mapleleaf,"['Hawaiian', 'Breakfast & Brunch', 'Lounges']",['Takeout'],Seattle
Moon Tree Sushi And Tapas,4.5,199,$$,Lower Queen Anne,"['Sushi Bars', 'Japanese', 'Tapas Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
The Ballard Cut,4.5,106,$$$,Ballard,"['American (New)', 'Wine Bars', 'Whiskey Bars']",[],Seattle
Eve Fremont,4,277,$$,Fremont,['American (New)'],"['Delivery', 'Takeout']",Seattle
Spice Waala,4.5,205,$,Capitol Hill,"['Indian', 'Street Vendors']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Windy City Pie,4.5,514,$$,Phinney Ridge,"['Pizza', 'Bars', 'Italian']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Habitant,4.5,58,$$,Downtown,"['Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Aerlume,4,158,n/a,Downtown,"['American (New)', 'Desserts', 'Salad']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Hello Em Viet Coffee & Roastery,4.5,128,$,Chinatown International District,"['Coffee Roasteries', 'Vietnamese', 'Breakfast & Brunch']",[],Seattle
Bounty Kitchen,4.5,370,$$,Queen Anne,"['Salad', 'Sandwiches', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Seattle
Carmine’s,4,365,$$$,,['Italian'],['Outdoor dining'],Bellevue
Black Bottle,4,679,$$,,"['American (New)', 'Gastropubs', 'Tapas/Small Plates']","['Outdoor dining', 'Takeout']",Bellevue
Castilla Restaurant and Tapas Bar,4,221,$$,,"['Spanish', 'Tapas Bars', 'Cocktail Bars']","['Delivery', 'Takeout']",Bellevue
Xiao Chi Jie,4,291,$$,,"['Shanghainese', 'Dim Sum']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Musashi Cafe Yeti Bento,4.5,208,$$,,['Korean'],"['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
So Tasty,4.5,117,$$,,"['Noodles', 'Chicken Wings', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Mediterranean Kitchen,4,1067,$$,,"['Greek', 'Mediterranean', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Japonessa Sushi Cocina,4,888,$$,,"['Sushi Bars', 'Japanese', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Facing East,4,1921,$$,,"['Chinese', 'Taiwanese']","['Delivery', 'Takeout']",Bellevue
Cactus Restaurants,4,827,$$,,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Crab Season,4.5,79,n/a,,"['Seafood', 'Asian Fusion']","['Delivery', 'Takeout']",Bellevue
Fern Thai on Main,4.5,286,$$,,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Ascend Prime Steak & Sushi,4,838,$$$$,,"['Sushi Bars', 'Steakhouses', 'American (New)']","['Outdoor dining', 'Takeout']",Bellevue
The Dolar Shop,4,706,$$$,,"['Chinese', 'Hot Pot']","['Live wait time: 29 - 44 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
The Pink Door,4.5,5474,$$,Downtown,"['Italian', 'Wine Bars', 'Seafood']","['Proof of vaccination required', 'Delivery', 'Takeout']",Bellevue
Istanbul Cuisine Cafe,4.5,347,$$,,"['Turkish', 'Mediterranean']","['Delivery', 'Takeout']",Bellevue
Cielo Cocina Mexicana,4,177,$$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Mama’s Kitchen,4,302,$$,,"['Korean', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Kura Revolving Sushi Bar,3.5,154,$$,,"['Sushi Bars', 'Conveyor Belt Sushi']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Din Tai Fung,4,4035,$$,,"['Taiwanese', 'Dim Sum', 'Shanghainese']","['Delivery', 'Takeout']",Bellevue
Din Tai Fung,4,4035,$$,,"['Taiwanese', 'Dim Sum', 'Shanghainese']","['Delivery', 'Takeout']",Bellevue
Gyu-Kaku Japanese BBQ,4,613,$$$,,"['Barbeque', 'Japanese', 'Asian Fusion']","['Delivery', 'Takeout']",Bellevue
Bowl Gogi,4.5,69,$$,,['Korean'],"['Delivery', 'Takeout']",Bellevue
Shaburina,4,301,$$$,,"['Buffets', 'Hot Pot', 'Japanese']","['Waitlist opens at 5:00 pm', 'Delivery', 'Takeout']",Bellevue
Tavern Hall,4,766,$$,,"['American (New)', 'Gastropubs']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Dough Zone - Downtown Bellevue,4,64,$$,,"['Dim Sum', 'Noodles', 'Shanghainese']","['Live wait time: 8 - 18 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Fogo de Chao,4,913,$$$,,"['Brazilian', 'Steakhouses']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Shabu Shabu Kyoto Japanese Restaurant,4,206,$$,,"['Japanese', 'Hot Pot', 'Do-It-Yourself Food', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
151 Days,4.5,36,$$,,"['Chinese', 'Soup', 'Noodles']","['Waitlist opens at 5:00 pm', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Jiang’s Kitchen,5,7,n/a,,"['Izakaya', 'Diners']",['Opened 3 weeks ago'],Bellevue
151 Days,4.5,36,$$,,"['Chinese', 'Soup', 'Noodles']","['Waitlist opens at 5:00 pm', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Ten Seconds Yunnan Rice Noodle,4.5,82,$$,,"['Bubble Tea', 'Noodles', 'Chinese']","['Delivery', 'Takeout']",Bellevue
Duke’s Seafood,4,406,$$,,"['Seafood', 'Bars']","['Delivery', 'Takeout']",Bellevue
Meet the Moon,4,553,$$,Leschi,"['Coffee & Tea', 'Breakfast & Brunch', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
The Third Place,4.5,184,$$,,"['Korean', 'Barbeque', 'Chicken Shop']",['Takeout'],Bellevue
DERU Market,4.5,1416,$$,,"['Pizza', 'American (New)', 'Breakfast & Brunch']","['Delivery', 'Takeout']",Bellevue
Luna Bistro 君月庭,4,110,$$,,"['Barbeque', 'Chinese', 'Noodles']",[],Bellevue
Woodblock,4,761,$$,,"['Cocktail Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Desi Tadka Indian Grill,4.5,26,n/a,,"['Indian', 'Vegetarian']",['Opened 2 months ago'],Bellevue
Seastar Restaurant & Raw Bar,4,997,$$$,,"['American (New)', 'Seafood', 'Live/Raw Food']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Musashi’s,4,753,$$,,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",Bellevue
Nine Way 玖味,4.5,136,$$,,"['Szechuan', 'Hot Pot', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Forum Social House,4,61,$$,,"['Bars', 'Mini Golf', 'American (New)']","['Delivery', 'Takeout']",Bellevue
Donburi Station - Bellevue,4.5,45,$$,,"['Japanese', 'Poke', 'Salad']","['Delivery', 'Takeout']",Bellevue
Sushi J,4.5,236,$$,,"['Sushi Bars', 'Japanese', 'Poke']","['Delivery', 'Takeout']",Bellevue
Bok a Bok Fried Chicken,3,17,n/a,,['Chicken Shop'],[],Bellevue
JOEY Bellevue,3.5,970,$$,,"['American (New)', 'Lounges']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
STK Steakhouse Bellevue,3,105,n/a,,['Steakhouses'],"['Opened 8 weeks ago', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Kizuki Ramen & Izakaya,4,1311,$$,,"['Ramen', 'Izakaya']","['Delivery', 'Takeout']",Bellevue
Krawbar,4.5,197,n/a,,"['Seafood', 'Bars', 'Steakhouses']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Kizuki Ramen & Izakaya,4,1311,$$,,"['Ramen', 'Izakaya']",[],Bellevue
Sandwich House TRES,4.5,529,$,,"['Japanese', 'Sandwiches']",[],Bellevue
Loco-chon Bar & Grill,4.5,77,n/a,,['Mexican'],['Live wait time: 0 mins'],Bellevue
Sukho Thai,4.5,456,$$,,"['Thai', 'Seafood', 'Soup']",[],Bellevue
Bis on Main,3.5,442,$$$,,"['American (New)', 'Bars', 'Steakhouses']",[],Bellevue
The Stone House,4.5,448,$$$,,['American (New)'],[],Bellevue
Tian Fu,4,4,n/a,,['Chinese'],['Opened 2 months ago'],Bellevue
Due’ Cucina Italiana - Totem Lake,4.5,101,$$,,"['Italian', 'Pasta Shops']",[],Bellevue
Feast,4,84,$$,,"['French', 'Brasseries', 'Wine Bars']",[],Bellevue
Como,3.5,191,$$,,"['Italian', 'Pizza', 'Cocktail Bars']",[],Bellevue
Six Seven Restaurant,4,1071,$$$,Interbay,"['American (New)', 'Seafood', 'Cocktail Bars']",['Outdoor dining'],Bellevue
La Chingona Taqueria,5,77,n/a,,"['Food Trucks', 'Mexican']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Bake’s Place Bar & Bistro,4,272,$$$,,"['American (New)', 'American (Traditional)', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Ishoni Yakiniku,4.5,59,n/a,Capitol Hill,"['Barbeque', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Looking For Chai,4,218,$$,,"['Taiwanese', 'Chinese', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Dough Zone - Overlake,4,899,$$,,"['Dim Sum', 'Shanghainese', 'Noodles']","['Waitlist opens at 4:30 pm', 'Delivery', 'Takeout']",Bellevue
Sam’s Tavern,3.5,70,$$,,"['Bars', 'Burgers', 'American (New)']",[],Bellevue
The Pumphouse Bar & Grill,4,332,$$,,"['American (Traditional)', 'Breakfast & Brunch', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Fan Tang Asian Cafe,4.5,49,$$,,"['Chinese', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
El Gaucho - Bellevue,4,699,$$$$,,"['Steakhouses', 'Seafood', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
John Howie Steak Restaurant,4,1399,$$$$,,"['Steakhouses', 'American (New)', 'Whiskey Bars']","['Delivery', 'Takeout']",Bellevue
Hanok,4.5,115,$$,Madison Park,"['Korean', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Water’s Table,3.5,434,$$,,['American (New)'],"['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Chi Mac Bellevue,3.5,92,$$,,"['Korean', 'Chicken Wings']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Hui Lau Shan,4,73,$,,"['Desserts', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Niku Niku Japanese Barbecue,4.5,43,n/a,Haller Lake,"['Barbeque', 'Izakaya']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Maichilin,3.5,89,n/a,,"['Hong Kong Style Cafe', 'Bubble Tea']",['Takeout'],Bellevue
Central Bar + Restaurant,3.5,185,$$,,"['American (Traditional)', 'Bars', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Pogacha Restaurant & Bar,4.5,28,n/a,,"['Italian', 'Breakfast & Brunch', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Afghan Cuisine,4,298,$$,,"['Afghan', 'Kebab']",['Delivery'],Bellevue
Square Lotus,4,714,$$,,"['Vietnamese', 'Vegetarian', 'Noodles']","['Delivery', 'Takeout']",Bellevue
Due’ Cucina Italiana - Roosevelt,4,5,n/a,Roosevelt,"['Italian', 'Pasta Shops']",['Opened 4 weeks ago'],Bellevue
Minamoto Japanese Restaurant,3.5,290,$$$,,"['Japanese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Monsoon Bellevue,3.5,633,$$$,,"['Vietnamese', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
I Love Sushi on Lake Bellevue,4,531,$$,,"['Sushi Bars', 'Japanese']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Hurry Curry of Tokyo - Bellevue,3.5,48,n/a,,"['Japanese Curry', 'Comfort Food']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Bai Tong Thai Restaurant,4,1380,$$,,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Mioposto,4,174,$$,,"['Pizza', 'Italian', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Eques,4,281,$$,,['Breakfast & Brunch'],"['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Peony Kitchen,3.5,461,$$,,"['Chinese', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Señor Taco,4.5,289,$,,['Tacos'],"['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Lil’ Jon Restaurant & Lounge,4,575,$$,,"['Lounges', 'Breakfast & Brunch', 'American (Traditional)']","['Outdoor dining', 'Delivery']",Bellevue
47 North Bar + Bistro,4,12,n/a,,['American (New)'],"['Delivery', 'Takeout']",Bellevue
AC Lounge,4.5,7,$$,,"['Cocktail Bars', 'Tapas/Small Plates']",['Outdoor dining'],Bellevue
BeachHouse bar + grill,3.5,670,$$,,"['American (New)', 'Seafood', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Resonate Brewery + Pizzeria,4.5,359,$$,,"['Pizza', 'Breweries', 'Beer Bar']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Cedar + Elm,3.5,62,n/a,,"['American (New)', 'Breakfast & Brunch']",['Outdoor dining'],Bellevue
FOB Poke Bar,5,34,$$,,"['Poke', 'Hawaiian']",['Takeout'],Bellevue
Cepae,4.5,66,$$,,"['Wine Tasting Room', 'Wine Bars', 'French']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Taylor Shellfish Oyster Bar,4.5,771,$$,Pioneer Square,"['Seafood', 'Live/Raw Food']",['Live wait time: 0 mins'],Bellevue
LifeCafe,4,21,n/a,,"['Juice Bars & Smoothies', 'Breakfast & Brunch', 'American (Traditional)']","['Delivery', 'Takeout']",Bellevue
Reunion Malaysian Cafe + Kitchen,4,204,$$,,"['Malaysian', 'Desserts']","['Delivery', 'Takeout']",Bellevue
Hokkaido Ramen Santouka - Bellevue,4,830,$$,,"['Ramen', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
L’Experience Paris - Bellevue,4,78,n/a,,"['Bakeries', 'Coffee & Tea', 'French']","['Cepae at this location.', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
The Roll Pod,4.5,229,$$,,"['Indian', 'Gluten-Free']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Exit 5 Korean BBQ,4,293,$$,,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Tofu 101,4,255,$,,"['Chinese', 'Taiwanese', 'Delis']","['Outdoor dining', 'Takeout']",Bellevue
Blazing Bowl,4.5,98,$$,,"['Laotian', 'Hot Pot']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Novilhos Brazilian Steak House,4,1076,$$$,,"['Steakhouses', 'Brazilian']","['Delivery', 'Takeout']",Bellevue
iconiq,4.5,110,$$$,Mount Baker,"['French', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Spicy PoPo Szechuan Fish,4,12,n/a,,"['Szechuan', 'Seafood']",[],Bellevue
The Herbfarm,4,332,$$$$,,['Modern European'],[],Bellevue
Pomodoro,4.5,494,$$,Eastlake,"['Italian', 'Spanish', 'Tapas/Small Plates']","['Proof of vaccination required', 'Delivery', 'Takeout']",Bellevue
B-Bar,4.5,9,n/a,,"['Cocktail Bars', 'Cafes', 'Tapas/Small Plates']",[],Bellevue
Dumpling & Noodle,3.5,63,$$,,"['Noodles', 'Chinese']",['Takeout'],Bellevue
Stone Korean Restaurant,4,747,$$,,"['Korean', 'Asian Fusion']","['Delivery', 'Takeout']",Bellevue
Vovina,4,153,$$,,"['Wine Bars', 'Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Terry’s Kitchen,4,260,$$,,"['Comfort Food', 'American (Traditional)', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Santorini Greek Grill,4.5,511,$,,['Greek'],['Outdoor dining'],Bellevue
Liuyishou Hotpot,4,287,n/a,,"['Hot Pot', 'Chinese']","['Delivery', 'Takeout']",Bellevue
Huo Yan Hot Pot,4,42,$$,,"['Hot Pot', 'Szechuan']",['Outdoor dining'],Bellevue
The Lakehouse - Temp. CLOSED,3.5,369,$$$,,['American (New)'],['Takeout'],Bellevue
Wibbley’s,4,299,$$,,"['Burgers', 'Sandwiches']","['Delivery', 'Takeout']",Bellevue
Dan Gui Sichuan Cuisine,3.5,53,$$,,['Szechuan'],"['Delivery', 'Takeout']",Bellevue
Chakra,4,12,n/a,,['Indian'],"['Delivery', 'Takeout']",Bellevue
Little Ting’s Dumplings and Clay Pot,3.5,100,$$,,"['Chinese', 'Soup']","['Delivery', 'Takeout']",Bellevue
Musang Seattle,4.5,158,$$,Beacon Hill,['Filipino'],"['Outdoor dining', 'Delivery']",Bellevue
Thai Kitchen Bird Pepper,3.5,99,$$,,['Thai'],"['Delivery', 'Takeout']",Bellevue
520 Bar & Grill,3.5,474,$$,,"['Bars', 'American (New)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
W XYZ Bar,4,26,$$,,"['Venues & Event Spaces', 'Cocktail Bars', 'Pizza']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
The Box & Burgers Eatery,4.5,343,$$,,"['Asian Fusion', 'Burgers', 'Hawaiian']","['Outdoor dining', 'Takeout']",Bellevue
The Fry Guys,4.5,39,n/a,Industrial District,"['Southern', 'Cheesesteaks', 'Fast Food']","['Delivery', 'Takeout']",Bellevue
The Lounge at DeLille Cellars,4.5,38,$$,,"['Wine Bars', 'Restaurants']","['Proof of vaccination required', 'Opened 3 months ago', 'Delivery', 'Takeout']",Bellevue
Mox Boarding House - Bellevue,4,356,$$,,"['Bars', 'Hobby Shops', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Cactus Restaurants,4,954,$$,,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Panda Dim Sum,4.5,49,n/a,Redmond,"['Food Trucks', 'Dim Sum']",[],Bellevue
Orenji Sushi & Noodles,4.5,523,$$,,"['Ramen', 'Sushi Bars', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Queen Bee Cafe,4,48,$$,,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",['Takeout'],Bellevue
El Rinconsito - Bellevue,4,649,$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Happy Lamb Hot Pot,4.5,145,$$$,,"['Mongolian', 'Chinese', 'Hot Pot']","['Live wait time: 0 mins', 'Delivery']",Bellevue
Shake Shack,3.5,256,$$,,"['American (Traditional)', 'Fast Food', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Lucky Barbecue & Noodle House,3.5,85,$$,,"['Hong Kong Style Cafe', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Lounge by Topgolf,4,43,n/a,,"['Golf', 'American (New)', 'Lounges']","['Outdoor dining', 'Delivery']",Bellevue
Biscuit Bitch,4,4047,$,Downtown,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Tanoor,4,435,$$,,"['Lebanese', 'Mediterranean', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
HardWok Cafe,3.5,308,$$,,"['Desserts', 'Taiwanese']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Meet Korean BBQ,4.5,150,$$$,Capitol Hill,"['Barbeque', 'Korean']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Angelo’s Restaurant,4,144,$$,,"['Italian', 'Wine Bars', 'Pizza']","['Outdoor dining', 'Takeout']",Bellevue
Maggiano’s Little Italy,3.5,1189,$$,,"['Italian', 'Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Bellevue
Hong Noodle,4,80,$$,,"['Ramen', 'Shaved Ice', 'Izakaya']","['Delivery', 'Takeout']",Bellevue
